Dt,Nominal Capacity,Actual Tonnes
2015-09-10 12:00,4500,4500
2015-09-10 13:00,4500,3742
2015-09-10 14:00,4500,4458
2015-09-10 15:00,4500,4471
2015-09-10 16:00,4500,4500
2015-09-10 17:00,4500,4500
2015-09-10 18:00,4500,3791
2015-09-10 19:00,4500,4437
2015-09-10 20:00,4500,4500
2015-09-10 21:00,4500,4310
2015-09-10 22:00,4500,4459
2015-09-10 23:00,4500,4500
2015-09-11 0:00,4500,3861
2015-09-11 1:00,4500,4440
2015-09-11 2:00,4500,4431
2015-09-11 3:00,4500,4500
2015-09-11 4:00,4500,4090
2015-09-11 5:00,4500,4309
2015-09-11 6:00,4500,4500
2015-09-11 7:00,4500,4500
2015-09-11 8:00,4500,4274
2015-09-11 9:00,4500,4500
2015-09-11 10:00,4500,4500
2015-09-11 11:00,4500,4500
2015-09-11 12:00,4500,3992
2015-09-11 13:00,4500,4498
2015-09-11 14:00,4500,4500
2015-09-11 15:00,4500,4500
2015-09-11 16:00,4500,4432
2015-09-11 17:00,4500,4330
2015-09-11 18:00,4500,4067
2015-09-11 19:00,4500,4335
2015-09-11 20:00,4500,4476
2015-09-11 21:00,4500,4500
2015-09-11 22:00,4500,4430
2015-09-11 23:00,4500,4500
2015-09-12 0:00,4500,4500
2015-09-12 1:00,4500,4429
2015-09-12 2:00,4500,4500
2015-09-12 3:00,4500,4443
2015-09-12 4:00,4500,4459
2015-09-12 5:00,4500,4461
2015-09-12 6:00,4500,4471
2015-09-12 7:00,4500,4186
2015-09-12 8:00,4500,4422
2015-09-12 9:00,4500,4497
2015-09-12 10:00,4500,4500
2015-09-12 11:00,4500,4500
2015-09-12 12:00,4500,4347
2015-09-12 13:00,4500,4500
2015-09-12 14:00,4500,3769
2015-09-12 15:00,4500,3500
2015-09-12 16:00,4500,3627
2015-09-12 17:00,4500,4460
2015-09-12 18:00,4500,4423
2015-09-12 19:00,4500,4500
2015-09-12 20:00,4500,4500
2015-09-12 21:00,4500,4326
2015-09-12 22:00,4500,4435
2015-09-12 23:00,4500,4500
2015-09-17 0:00,4500,4489
2015-09-17 1:00,4500,4500
2015-09-17 2:00,4500,4403
2015-09-17 3:00,4500,4500
2015-09-17 4:00,4500,3701
2015-09-17 5:00,4500,3578
2015-09-17 6:00,4500,4483
2015-09-17 7:00,4500,4159
2015-09-17 8:00,4500,4486
2015-09-17 9:00,4500,4500
2015-09-17 10:00,4500,3500
2015-09-17 11:00,4500,4500
2015-09-17 12:00,4500,4500
2015-09-17 13:00,4500,4500
2015-09-17 14:00,4500,3881
2015-09-17 15:00,4500,4401
2015-09-17 16:00,4500,4093
2015-09-17 17:00,4500,4476
2015-09-17 18:00,4500,4081
2015-09-17 19:00,4500,4500
2015-09-17 20:00,4500,3861
2015-09-17 21:00,4500,4379
2015-09-17 22:00,4500,4500
2015-09-17 23:00,4500,4468
2015-09-18 0:00,4500,4360
2015-09-18 1:00,4500,4275
2015-09-18 2:00,4500,4497
2015-09-18 3:00,4500,4500
2015-09-18 4:00,4500,4440
2015-09-18 5:00,4500,4478
2015-09-18 6:00,4500,4500
2015-09-18 7:00,4500,4229
2015-09-18 8:00,4500,4119
2015-09-18 9:00,4500,4500
2015-09-18 10:00,4500,4445
2015-09-18 11:00,4500,4441
2015-09-18 12:00,4500,4500
2015-09-18 13:00,4500,3838
2015-09-18 14:00,4500,4456
2015-09-18 15:00,4500,4219
2015-09-18 16:00,4500,4387
2015-09-18 17:00,4500,4144
2015-09-18 18:00,4500,3678
2015-09-18 19:00,4500,4500
2015-09-18 20:00,4500,4500
2015-09-18 21:00,4500,3984
2015-09-18 22:00,4500,3750
2015-09-18 23:00,4500,4412
2015-09-19 0:00,4500,4500
2015-09-19 1:00,4500,4500
2015-09-19 2:00,4500,4443
2015-09-19 3:00,4500,4372
2015-09-19 4:00,4500,4500
2015-09-19 5:00,4500,4500
2015-09-19 6:00,4500,4500
2015-09-19 7:00,4500,4387
2015-09-19 8:00,4500,4458
2015-09-19 9:00,4500,4500
2015-09-19 10:00,4500,4500
2015-09-19 11:00,4500,4300
2015-09-19 12:00,4500,3952
2015-09-19 13:00,4500,4500
2015-09-19 14:00,4500,4500
2015-09-19 15:00,4500,3721
2015-09-19 16:00,4500,4260
2015-09-19 17:00,4500,3925
2015-09-19 18:00,4500,4124
2015-09-19 19:00,4500,4248
2015-09-19 20:00,4500,4500
2015-09-19 21:00,4500,4498
2015-09-19 22:00,4500,4324
2015-09-19 23:00,4500,4225
2015-09-20 0:00,4500,3757
2015-09-20 1:00,4500,3924
2015-09-20 2:00,4500,4305
2015-09-20 3:00,4500,4187
2015-09-20 4:00,4500,4434
2015-09-20 5:00,4500,4425
2015-09-20 6:00,4500,4313
2015-09-20 7:00,4500,4500
2015-09-20 8:00,4500,3960
2015-09-20 9:00,4500,4500
2015-09-20 10:00,4500,4402
2015-09-20 11:00,4500,4396
2015-09-20 12:00,4500,4386
2015-09-20 13:00,4500,3774
2015-09-20 14:00,4500,4399
2015-09-20 15:00,4500,3736
2015-09-20 16:00,4500,3653
2015-09-20 17:00,4500,4387
2015-09-20 18:00,4500,4498
2015-09-20 19:00,4500,3867
2015-09-20 20:00,4500,4464
2015-09-20 21:00,4500,4406
2015-09-20 22:00,4500,4407
2015-09-20 23:00,4500,4384
2015-09-21 0:00,4500,4500
2015-09-21 1:00,4500,4384
2015-09-21 2:00,4500,4441
2015-09-21 3:00,4500,4500
2015-09-21 4:00,4500,4310
2015-09-21 5:00,4500,4255
2015-09-21 6:00,4500,4386
2015-09-21 7:00,4500,3885
2015-09-21 8:00,4500,4367
2015-09-21 9:00,4500,3660
2015-09-21 10:00,4500,4107
2015-09-21 11:00,4500,4500
2015-09-21 12:00,4500,4362
2015-09-21 13:00,4500,4500
2015-09-21 14:00,4500,4419
2015-09-21 15:00,4500,3720
2015-09-21 16:00,4500,4489
2015-09-21 17:00,4500,3767
2015-09-21 18:00,4500,4500
2015-09-21 19:00,4500,4377
2015-09-21 20:00,4500,3783
2015-09-21 21:00,4500,4383
2015-09-21 22:00,4500,4456
2015-09-21 23:00,4500,4500
2015-09-22 0:00,4500,3844
2015-09-22 1:00,4500,3797
2015-09-22 2:00,4500,4402
2015-09-22 3:00,4500,4500
2015-09-22 4:00,4500,3798
2015-09-22 5:00,4500,4500
2015-09-22 6:00,4500,4429
2015-09-22 7:00,4500,4482
2015-09-22 8:00,4500,4046
2015-09-22 9:00,4500,4206
2015-09-22 10:00,4500,4500
2015-09-22 11:00,4500,4202
2015-09-22 12:00,4500,3862
2015-09-22 13:00,4500,3850
2015-09-22 14:00,4500,4215
2015-09-22 15:00,4500,4417
2015-09-22 16:00,4500,4413
2015-09-22 17:00,4500,4500
2015-09-22 18:00,4500,4500
2015-09-22 19:00,4500,4500
2015-09-22 20:00,4500,4437
2015-09-22 21:00,4500,4304
2015-09-22 22:00,4500,4404
2015-09-22 23:00,4500,4344
2015-09-23 0:00,4500,4500
2015-09-23 1:00,4500,3871
2015-09-23 2:00,4500,4500
2015-09-23 3:00,4500,4429
2015-09-23 4:00,4500,4339
2015-09-23 5:00,4500,4500
2015-09-23 6:00,4500,4457
2015-09-23 7:00,4500,4500
2015-09-23 8:00,4500,4500
2015-09-23 9:00,4500,3742
2015-09-23 10:00,4500,4102
2015-09-23 11:00,4500,4024
2015-09-23 12:00,4500,4415
2015-09-23 13:00,4500,4348
2015-09-23 14:00,4500,3941
2015-09-23 15:00,4500,4482
2015-09-23 16:00,4500,4454
2015-09-23 17:00,4500,3882
2015-09-23 18:00,4500,3812
2015-09-23 19:00,4500,4354
2015-09-23 20:00,4500,4361
2015-09-23 21:00,4500,4280
2015-09-23 22:00,4500,4419
2015-09-23 23:00,4500,4361
2015-09-24 0:00,4500,3500
2015-09-24 1:00,4500,4500
2015-09-24 2:00,4500,4293
2015-09-24 3:00,4500,4342
2015-09-24 4:00,4500,4500
2015-09-24 5:00,4500,4325
2015-09-24 6:00,4500,3989
2015-09-24 7:00,4500,4500
2015-09-24 8:00,4500,4164
2015-09-24 9:00,4500,4492
2015-09-24 10:00,4500,4458
2015-09-24 11:00,4500,3500
2015-09-24 12:00,4500,4500
2015-09-24 13:00,4500,4500
2015-09-24 14:00,4500,4177
2015-09-24 15:00,4500,3665
2015-09-24 16:00,4500,4078
2015-09-24 17:00,4500,4439
2015-09-24 18:00,4500,4360
2015-09-24 19:00,4500,4246
2015-09-24 20:00,4500,4127
2015-09-24 21:00,4500,4159
2015-09-24 22:00,4500,4021
2015-09-24 23:00,4500,4500
2015-09-25 0:00,4500,3759
2015-09-25 1:00,4500,4293
2015-09-25 2:00,4500,4236
2015-09-25 3:00,4500,4310
2015-09-25 4:00,4500,4477
2015-09-25 5:00,4500,4500
2015-09-25 6:00,4500,4460
2015-09-25 7:00,4500,4345
2015-09-25 8:00,4500,4436
2015-09-25 9:00,4500,4500
2015-09-25 10:00,4500,4156
2015-09-25 11:00,4500,4463
2015-09-25 12:00,4500,3500
2015-09-25 13:00,4500,4500
2015-09-25 14:00,4500,3500
2015-09-25 15:00,4500,4133
2015-09-25 16:00,4500,4421
2015-09-25 17:00,4500,4195
2015-09-25 18:00,4500,4328
2015-09-25 19:00,4500,4098
2015-09-25 20:00,4500,3951
2015-09-25 21:00,4500,4500
2015-09-25 22:00,4500,4500
2015-09-25 23:00,4500,4107
2015-09-26 0:00,4500,3851
2015-09-26 1:00,4500,3882
2015-09-26 2:00,4500,3802
2015-09-26 3:00,4500,4087
2015-09-26 4:00,4500,4393
2015-09-26 5:00,4500,4420
2015-09-26 6:00,4500,4128
2015-09-26 7:00,4500,4500
2015-09-26 8:00,4500,4059
2015-09-26 9:00,4500,3697
2015-09-26 10:00,4500,4219
2015-09-26 11:00,4500,4440
2015-09-26 12:00,4500,3660
2015-09-26 13:00,4500,4500
2015-09-26 14:00,4500,4307
2015-09-26 15:00,4500,4114
2015-09-26 16:00,4500,3996
2015-09-26 17:00,4500,3976
2015-09-26 18:00,4500,3700
2015-09-26 19:00,4500,4428
2015-09-26 20:00,4500,4500
2015-09-26 21:00,4500,4500
2015-09-26 22:00,4500,3854
2015-09-26 23:00,4500,4308
2015-09-27 0:00,4500,4362
2015-09-27 1:00,4500,4446
2015-09-27 2:00,4500,4299
2015-09-27 3:00,4500,4429
2015-09-27 4:00,4500,4500
2015-09-27 5:00,4500,4500
2015-09-27 6:00,4500,4052
2015-09-27 7:00,4500,4054
2015-09-27 8:00,4500,4074
2015-09-27 9:00,4500,4101
2015-09-27 10:00,4500,4172
2015-09-27 11:00,4500,4396
2015-09-27 12:00,4500,4118
2015-09-27 13:00,4500,4500
2015-09-27 14:00,4500,4500
2015-09-27 15:00,4500,4211
2015-09-27 16:00,4500,4070
2015-09-27 17:00,4500,3801
2015-09-27 18:00,4500,4500
2015-09-27 19:00,4500,4500
2015-09-27 20:00,4500,4313
2015-09-27 21:00,4500,4479
2015-09-27 22:00,4500,4416
2015-09-27 23:00,4500,4251
2015-09-28 0:00,4500,4500
2015-09-28 1:00,4500,4266
2015-09-28 2:00,4500,3685
2015-09-28 3:00,4500,4500
2015-09-28 4:00,4500,4336
2015-09-28 5:00,4500,4479
2015-09-28 6:00,4500,3897
2015-09-28 7:00,4500,4349
2015-09-28 8:00,4500,4344
2015-09-28 9:00,4500,3500
2015-09-28 10:00,4500,4385
2015-09-28 11:00,4500,4244
2015-09-28 12:00,4500,3532
2015-09-28 13:00,4500,4436
2015-09-28 14:00,4500,4339
2015-09-28 15:00,4500,4403
2015-09-28 16:00,4500,3952
2015-09-28 17:00,4500,4500
2015-09-28 18:00,4500,3500
2015-09-28 19:00,4500,4500
2015-09-28 20:00,4500,4468
2015-09-28 21:00,4500,4373
2015-09-28 22:00,4500,3698
2015-09-28 23:00,4500,4041
2015-09-29 0:00,4500,4418
2015-09-29 1:00,4500,4500
2015-09-29 2:00,4500,3672
2015-09-29 3:00,4500,4322
2015-09-29 4:00,4500,4127
2015-09-29 5:00,4500,4157
2015-09-29 6:00,4500,3999
2015-09-29 7:00,4500,4458
2015-09-29 8:00,4500,4318
2015-09-29 9:00,4500,4477
2015-09-29 10:00,4500,3750
2015-09-29 11:00,4500,4241
2015-09-29 12:00,4500,3936
2015-09-29 13:00,4500,3556
2015-09-29 14:00,4500,4373
2015-09-29 15:00,4500,4378
2015-09-29 16:00,4500,4500
2015-09-29 17:00,4500,4065
2015-09-29 18:00,4500,4281
2015-09-29 19:00,4500,4334
2015-09-29 20:00,4500,4500
2015-09-29 21:00,4500,4404
2015-09-29 22:00,4500,4500
2015-09-29 23:00,4500,4500
2015-09-30 0:00,4500,4386
2015-09-30 1:00,4500,4452
2015-09-30 2:00,4500,4500
2015-09-30 3:00,4500,4316
2015-09-30 4:00,4500,3675
2015-09-30 5:00,4500,4483
2015-09-30 6:00,4500,3790
2015-09-30 7:00,4500,4500
2015-09-30 8:00,4500,4157
2015-09-30 9:00,4500,3907
2015-09-30 10:00,4500,3961
2015-09-30 11:00,4500,4111
2015-09-30 12:00,4500,4450
2015-09-30 13:00,4500,4500
2015-09-30 14:00,4500,4097
2015-09-30 15:00,4500,4160
2015-09-30 16:00,4500,3959
2015-09-30 17:00,4500,4115
2015-09-30 18:00,4500,4500
2015-09-30 19:00,4500,4500
2015-09-30 20:00,4500,4500
2015-09-30 21:00,4500,4298
2015-09-30 22:00,4500,4309
2015-09-30 23:00,4500,4339
